Title,Link,Body,Date,Notes,Author,Positive Score,Negative Score,Neutral Score,
ChatGPT owner launches 'imperfect' tool to detect AI-generated text,https://www.reuters.com/business/chatgpt-owner-launches-imperfect-tool-detect-ai-generated-text-2023-01-31/,"OpenAI, the creator of the popular chatbot ChatGPT, has released a software tool to identify text generated by artificial intelligence, the company said in a blog post on Wednesday. ChatGPT is a free program that generates text in response to a prompt, including articles, essays, jokes and even poetry, which has gained wide popularity since its debut in November, while raising concerns about copyright and plagiarism. The AI classifier, a language model trained on the dataset of pairs of human-written and AI-written text on the same topic, aims to distinguish text that is written by AI. It uses a variety of providers to address issues such as automated misinformation campaigns and academic dishonesty, the company said. In its public beta mode, OpenAI acknowledges the detection tool is very unreliable on texts under 1,000 characters, and AI-written text can be edited to trick the classifier. ""We’re making this classifier publicly available to get feedback on whether imperfect tools like this one are useful,"" OpenAI said. “We recognize that identifying AI-written text has been an important point of discussion among educators, and equally important is recognizing the limits and impacts of AI generated text classifiers in the classroom."" Since ChatGPT debuted in November and gained wide popularity among millions of users, some of the largest U.S. school districts, including New York City, have banned the AI chatbot over concerns that students will use the text generator to cheat or plagiarize. Others have created third-party detection tools including GPTZeroX to help educators detect AI-generated text. OpenAI said it is engaging with educators to discuss ChatGPT's capabilities and limitations, and will continue to work on the detection of AI-generated text.",2/1,,,0.3792735338,0.4898574054,0.130869031,-0.1105838716
OpenAI launches ChatGPT subscription plan for $20 per month,https://www.reuters.com/technology/openai-launches-chatgpt-subscription-plan-20-per-month-2023-02-01/,"ChatGPT owner OpenAI said on Wednesday it is launching a pilot subscription plan for its popular AI-powered chatbot, called ChatGPT Plus, for $20 per month. Subscribers will receive access to ChatGPT during peak times, faster responses and priority access to new features and improvements.",2/1,,,0.6646027565,0.1490516514,0.1863456517,0.5155511051
China's Baidu to launch ChatGPT-style bot in March - source,https://www.reuters.com/technology/chinas-baidu-launch-chatgpt-style-bot-march-source-2023-01-30/,"Chinese internet search major Baidu Inc (9888.HK) is planning to launch an artificial intelligence (AI) chatbot service similar to OpenAI's ChatGPT in March, a person familiar with the matter told Reuters. The technology firm plans to launch the service as a standalone application and gradually merge it into its search engine, said the person, who declined to be identified as the information is confidential. ChatGPT's technology works by learning from vast amounts of data how to answer prompts by users in a human-like manner, offering information like a search engine or even prose like an aspiring novelist. Chatbots in China currently focus on social interaction whereas ChatGPT performs better at more professional tasks, such as programming and essay writing. Baidu plans to incorporate chatbot-generated results when users make search requests, instead of only links, the person said. Baidu declined to comment. Microsoft Corp (MSFT.O) has a $1 billion investment in San Francisco-based OpenAI that it has looked at increasing, Reuters has reported. The company has also worked to add OpenAI's image-generation software to its Bing search engine in a new challenge to Alphabet Inc's (GOOGL.O) Google. Beijing-based Baidu has been investing heavily in AI technology, including in cloud services, chips and autonomous driving, as it looks to diversify its revenue sources. At a developer conference last month, Baidu unveiled three AI-powered ""creators"" whose technology allows them to assume the roles of screenwriter, illustrator, editor or animator.",1/29,,,0.2842260003,0.4461502433,0.2696237564,-0.161924243
Top French university bans use of ChatGPT to prevent plagiarism,https://www.reuters.com/technology/top-french-university-bans-use-chatgpt-prevent-plagiarism-2023-01-27/,"Sciences Po, one of France's top universities, has banned the use of ChatGPT, an artificial intelligence-based chatbot that can generate coherent prose, to prevent fraud and plagiarism. ChatGPT is a free programme that generates original text about virtually any subject in response to a prompt, including articles, essays, jokes and even poetry, raising concerns across industries about plagiarism. The university said on Friday the school had emailed all students and faculty announcing a ban on ChatGPT and all other AI-based tools at Sciences Po. ""Without transparent referencing, students are forbidden to use the software for the production of any written work or presentations, except for specific course purposes, with the supervision of a course leader,"" Sciences Po said, though it did not specify how it would track usage. ChatGPT has already been banned in some public schools in New York City and Seattle, according to U.S. media reports, while several U.S. universities have announced plans to do fewer take-home assessments and more hand-written essays and oral exams. Sciences Po, whose main campus is in Paris, added that punishment for using the software may go as far as exclusion from the institution, or even from French higher education as a whole. ""The ChatGPT software is raising important questions for educators and researchers all around the world, with regards to fraud in general, and particularly plagiarism,"" it said . Microsoft Corp last week announced a further multibillion dollar investment in OpenAI - the artificial intelligence research lab behind ChatGPT - building on a bet it made on OpenAI nearly four years ago, when it dedicated $1 billion for the startup co-founded by Tesla's Elon Musk and investor Sam Altman.",1/27,,,0.1174834594,0.7544972897,0.1280192435,-0.6370138302
ChatGPT passes law school exams despite 'mediocre' performance,https://www.reuters.com/legal/transactional/chatgpt-passes-law-school-exams-despite-mediocre-performance-2023-01-25/,"ChatGPT cannot yet outscore most law students on exams, new research suggests, but it can eke out a passing grade. A quartet of law professors at the University of Minnesota used the popular artificial intelligence chatbot to generate answers to exams in four courses last semester, then graded them blindly alongside actual students' tests. ChatGPT’s average C+ performance fell below the humans' B+ average, the authors said. If applied across the curriculum, that would still be enough to earn the chatbot a law degree—though it would be placed on academic probation at Minnesota, ranked as the 21st best law school in the country by U.S. News & World Report. ""Alone, ChatGPT would be pretty mediocre law student,"" said lead study author Jonathan Choi, who collaborated with professors Kristin Hickman, Amy Monahan and Daniel Schwarcz. ""The bigger potential for the profession here is that a lawyer could use ChatGPT to produce a rough first draft and just make their practice that much more effective,"" he said. Choi said he and many colleagues have now banned Internet use during in-class exams to eliminate the possibility of cheating with ChatGPT, though future exams may test their ability to effectively leverage artificial intelligence programs. The wildly popular ChatGPT debuted in late November and is free for users. It generates sophisticated, human-like responses based on requests from users and mountains of data, including from legal texts. Other legal academics have also been experimenting with the program. Suffolk University law dean Andrew Perlman co-authored a scholarly article with the program in December. Two other law professors had ChatGPT answer multiple-choice questions from the bar exam. It did not pass but performed better than expected. The Minnesota law professors had ChatGPT take exams in torts, employee benefits, taxation, and aspects of constitutional law. The tests included a total of 95 multiple choice questions and 12 essay questions. The chatbot generally did better on the essays than the multiple-choice questions, scoring in the 17th percentile of all students and the 7th percentile, respectively. But its essay performance was inconsistent. “In writing essays, ChatGPT displayed a strong grasp of basic legal rules and had consistently solid organization and composition,” the authors wrote. “However, it struggled to identify relevant issues and often only superficially applied rules to facts as compared to real law students.” The program scored higher on the multiple-choice questions than it would through pure chance, according to the report, but struggled to correctly answer questions involving math. ChatGPT’s exam grades ranged from a high of a B in constitutional law to a low of C-in torts and taxation.",1/25,,,0.3844163716,0.355371207,0.2602123916,0.02904516459
Davos 2023: CEOs buzz about ChatGPT-style AI at World Economic Forum,https://www.reuters.com/technology/davos-2023-ceos-buzz-about-chatgpt-style-ai-world-economic-forum-2023-01-17/,"Business titans trudging through Alpine snow can't stop talking about a chatbot from San Francisco. Generative artificial intelligence, tech that can invent virtually any content someone can think up and type into a text box, is garnering not just venture investment in Silicon Valley but interest in Davos at the World Economic Forum's annual meeting this week. Defining the category is ChatGPT, a chatbot that the startup called OpenAI released in November. The tech works by learning from vast amounts of data how to answer any prompt by a user in a human-like way, offering information like a search engine would or prose like an aspiring novelist. Executives have floated wide-ranging applications for the nascent technology, from use as a programming assistant to a step forward in the global race for AI and military supremacy. Conference goers with a major stake in the development of the technology include Microsoft Corp (MSFT.O), whose chief executive, Satya Nadella, said the tech's progress has not been linear. AI capabilities will ""completely transform"" all of Microsoft's products, he said in an on-stage interview with the Wall Street Journal. Microsoft has a $1 billion investment in San Francisco-based OpenAI that it has looked at increasing, Reuters has reported. In an announcement that coincided with the conference, Microsoft said it plans to market ChatGPT to its cloud-computing customers. The company has also worked to add OpenAI's image-generation software to its Bing search engine in a new challenge to Alphabet Inc's (GOOGL.O) Google. Later on Tuesday, the political sphere gets to weigh in on the craze. French politician Jean-Noël Barrot planned to join a panel discussion with a Sony Group Corp (6758.T) executive on the technology's impact. Matthew Prince, CEO of Cloudflare Inc (NET.N), a company that defends websites against cyberattacks and offers other cloud services, sees generative AI as good enough to be a junior programmer or a ""really good thought partner."" In an interview, Prince said Cloudflare was using such technology to write code on its Workers platform. Cloudflare is also exploring how such tech can answer inquiries faster for its free-tier customers as well, he said on the annual meeting's sidelines. Alex Karp, CEO of Palantir Technologies Inc (PLTR.N), a software provider helping governments visualise an army's movements or enterprises vet their supply chains, among other tasks, said such AI could have military applications. Karp told Reuters in Davos, ""The idea that an autonomous thing could generate results is basically obviously useful for war."" The country that advances the fastest in AI capabilities is ""going to define the law of the land,"" Karp said, adding that it was worth asking how tech would play a role in any conflict with China. Businesses including CarMax Inc (KMX.N) have already used Microsoft and OpenAI's tech, such as to generate thousands of customer review summaries when marketing used vehicles. Proposed venture-capital investment has also exceeded what some startups want to take. Such buzz carried through gatherings at Davos, like talk about a slide-generating bot dubbed ChatBCG after the management consulting firm. The service said on its website that it had too much demand to keep operating. Generative AI is ""a game-changer that society and industry need to be ready for,"" stated an article on the World Economic Forum's website.",1/20,,,0.5991439819,0.2783272266,0.1225287914,0.3208167553
Microsoft to expand ChatGPT access as OpenAI investment rumors swirl,https://www.reuters.com/technology/microsoft-expand-chatgpt-access-openai-investment-rumors-swirl-2023-01-17/,"Microsoft Corp (MSFT.O) on Monday said it is widening access to hugely popular software from OpenAI, a startup it is backing whose futuristic ChatGPT chatbot has captivated Silicon Valley. Microsoft said the startup's tech, which it so far has previewed to its cloud-computing customers in a program it called the Azure OpenAI Service, was now generally available, a distinction that's expected to bring a flood of new usage. The news comes as Microsoft has looked at adding to the $1 billion stake in OpenAI it announced in 2019, two people familiar with the matter previously told Reuters. The news site Semafor reported earlier this month that Microsoft might invest $10 billion; Microsoft declined to comment on any potential deal. Public interest in OpenAI surged following its November release of ChatGPT, a text-based chatbot that can draft prose, poetry or even computer code on command. ChatGPT is powered by generative artificial intelligence, which conjures new content after training on vast amounts of data -- tech that Microsoft is letting more customers apply to use. ChatGPT itself, not just its underlying tech, will soon be available via Microsoft's cloud, it said in a blog post. Microsoft said it is vetting customers' applications to mitigate potential abuse of the software, and its filters can screen for harmful content users might input or the tech might produce. The business potential of such software has garnered massive venture-capital investment in startups producing it, at a time funding has otherwise dried up. Already, some companies have used the tech to create marketing content or demonstrate how it could negotiate a cable bill. Microsoft said CarMax, KPMG and others were using its Azure OpenAI service. Its press release quoted an Al Jazeera vice president as saying the service could help the news organization summarize and translate content.",1/17,,,0.3033028841,0.5549678206,0.1417292953,-0.2516649365
Some law professors fear ChatGPT's rise as others see opportunity,https://www.reuters.com/legal/legalindustry/some-law-professors-fear-chatgpts-rise-others-see-opportunity-2023-01-10/,"The artificial intelligence program ChatGPT came up short last month on the multiple choice portion of the bar exam. The free chatbot from OpenAI performed better than predicted, however, earning passing scores on evidence and torts. The academics behind the experiment expect it will pass the attorney licensing test someday. Law professors are among those both alarmed and delighted by ChatGPT since its November release. The program generates sophisticated, human-like responses based on requests from users and mountains of data, including from legal texts. Daniel Linna, director of law and technology initiatives at Northwestern University Pritzker School of Law, said most law professors thinking about language-based AI are concerned with students passing off work generated by the chatbot as their own. But others see AI as a tool for legal education, and warn that without it law students may be unprepared for legal careers in which technology will play ever larger roles. Jake Heller, chief executive officer of legal tech company Casetext, said law schools should encourage students to use ChatGPT and similar tools as a starting point for documents and a way to generate ideas. “It’s no different than turning to a friend in the law library late and night and saying, ‘Hey, I’m struggling with this idea,’” Heller said. “It’s like using a calculator in math.” Andrew Perlman, dean of Suffolk University Law School, said he would like to see first-year legal research and writing classes cover the use of tools like ChatGPT, just as they teach students to conduct research on Westlaw and LexisNexis. “We’re at a very interesting inflection point,” Perlman said. “It would not surprise me if professionals of the future will be expected to make queries to chatbots and other tools to at least get an initial draft of a document.” ChatGPT is not yet sophisticated enough to earn a law student an “A” without additional work, said Northwestern's Linna. There are also law-focused AI tools that do a better job on specific tasks, he added. In their Dec. 31 paper on GPT 3.5's performance on the bar exam, Chicago-Kent College of Law professor Daniel Martin Katz and Michigan State University College of Law adjunct Michael Bommarito found that the program got answers on the Multistate Bar Exam correct half the time, compared to 68% for human test takers. Those limitations are not enough to soothe many skeptics. Among them is South Texas College of Law Houston law professor Josh Blackman, who urged professors to rethink take-home exams in a recent post on the Volokh Conspiracy blog. “This technology should strike fear in all academics,” he wrote, noting that ChatGPT produces original text that cannot be identified by existing plagiarism detection software. Heller predicted that law schools will soon begin to amend their codes of conduct and professors will need to clarify that simply turning in a paper produced by a chatbot is akin to plagiarism. Law professors may begin to ask students to disclose what specific technology tools they used, Perlman added. “Given how rapidly the technology seems to be progressing, these are conversations that are going to have to happen sooner rather than later,” he said.",1/10,,,0.2525822818,0.4637818038,0.2836358845,-0.211199522
"Microsoft in talks to invest $10 bln in ChatGPT-owner OpenAI, Semafor reports",https://www.reuters.com/technology/microsoft-talks-invest-10-bln-chatgpt-owner-semafor-2023-01-10/,"Microsoft Corp (MSFT.O) is in talks to invest $10 billion in ChatGPT-owner OpenAI as part of funding that will value the firm at $29 billion, Semafor reported on Monday, citing people familiar with the matter. The news underscores rising interest in the artificial intelligence company, whose chatbot has dazzled amateurs and industry experts with its ability to spit out haikus, debug code and answer questions while imitating human speech. The funding could also include other venture firms and documents sent to prospective investors outlining its terms indicated a targeted close by the end of 2022, according to the report. Microsoft declined to comment, while OpenAI did not immediately respond to Reuters requests for comment. The software giant had in 2019 invested $1 billion in OpenAI, founded by Elon Musk and Sam Altman. Microsoft's cloud services arm also provides the computing power needed by the AI firm. Microsoft last year unveiled plans to integrate image-generation software from OpenAI into its search engine Bing. A recent report from the Information said similar plans were underway for ChatGPT as Microsoft looks to take on market leader Google Search. According to Semafor, Microsoft will also get 75% of OpenAI's profits until it recoups its initial investment. After hitting that threshold, Microsoft would have a 49% stake in OpenAI, with other investors taking another 49% and OpenAI's nonprofit parent getting 2%, Semafor said. Reuters reported last month a recent pitch by OpenAI to investors said the organization expects $200 million in revenue next year and $1 billion by 2024. OpenAI charges developers licensing its technology about a penny or a little more to generate 20,000 words of text, and about 2 cents to create an image from a written prompt. It spends about a few cents in computing power every time someone uses its chatbot, Altman recently said in tweet that has raised concerns about OpenAI's cash burn. A Wall Street Journal report said last week OpenAI was in talks to sell existing shares at a roughly $29 billion valuation in a tender offer that would attract investment of at least $300 million.",1/10,,,0.2644383609,0.5625936985,0.1729679257,-0.2981553376
ChatGPT creator OpenAI in talks for tender offer valuing company at $29 bln - WSJ,https://www.reuters.com/markets/deals/chatgpt-creator-openai-talks-tender-offer-valuing-company-29-bln-wsj-2023-01-05/,"OpenAI, the artificial intelligence research lab behind chatbot ChatGPT, is in talks to sell existing shares in a tender offer that would value the company at about $29 billion, the Wall Street Journal reported on Thursday, citing people familiar with the matter. The report added that the deal is structured in a way in which venture capital firms Thrive Capital and Founders Fund will buy shares from existing shareholders such as employees. The deal would attract investment of at least $300 million in share sales, it added. Billionaire and Tesla Inc (TSLA.O) CEO Elon Musk founded the research organization with investor Sam Altman. Microsoft Corp (MSFT.O) which invested $1 billion in OpenAI in 2019, was working to launch a version of its search engine Bing using the AI behind the now viral ChatGPT, the Information reported on Tuesday. read more . OpenAI's chatbot is a software application designed to mimic human-like conversation based on user prompts and can respond to a large range of questions while imitating human speaking styles. The firm expects business to surge as it pitched to investors saying the organization expects $200 million in revenue next year and $1 billion by 2024, Reuters reported in December. OpenAI and Thrive Capital declined to comment, while Founders Fund did not immediately respond to a Reuters request for comment.",1/5,,,0.2437878102,0.4961334169,0.2600788176,-0.2523456067
Exclusive: ChatGPT owner OpenAI projects $1 billion in revenue by 2024,https://www.reuters.com/business/chatgpt-owner-openai-projects-1-billion-revenue-by-2024-sources-2022-12-15/,"ChatGPT, the new chatbot that is the talk of Silicon Valley, can spit out haikus, crack jokes in Italian and may soon be the scourge of teachers everywhere facing fake essays generated by the AI-powered technology. But a question it can't fully answer is this: How will OpenAI make money? The research organization, co-founded by Elon Musk and investor Sam Altman and backed by $1 billion in funding from Microsoft Corp (MSFT.O), is expecting its business to surge. Three sources briefed on OpenAI's recent pitch to investors said the organization expects $200 million in revenue next year and $1 billion by 2024. The forecast, first reported by Reuters, represents how some in Silicon Valley are betting the underlying technology will go far beyond splashy and sometimes flawed public demos. OpenAI was most recently valued at $20 billion in a secondary share sale, one of the sources said. The startup has already inspired rivals and companies building applications atop its generative AI software, which includes the image maker DALL-E 2. OpenAI charges developers licensing its technology about a penny or a little more to generate 20,000 words of text, and about 2 cents to create an image from a written prompt, according to its website. A spokesperson for OpenAI declined to comment on its financials and strategy. The company, which started releasing commercial products in 2020, has said its mission remains advancing AI safely for humanity. In a taste of what's to come, startups including Synthesia and Jasper, the latter having relied on OpenAI's tech, have drawn Fortune 500 companies to use their video-generation or AI copywriting tools, according to their websites. OpenAI has also attracted attention as an AI provider and potential Google search competitor, with ChatGPT answering queries for more than 1 million users so far. Microsoft, providing OpenAI capital and computing power for its software, is a beneficiary. Asked about ChatGPT and whether Microsoft viewed such technology as experimental or strategic, its President Brad Smith told Reuters that AI has progressed faster than many predicted. ""We're going to see advances in 2023 that people two years ago would have expected in 2033. It's going to be extremely important not just for Microsoft's future, but for everyone's future,"" he said in an interview this week. Some investors expressed skepticism. Certain large venture-capital firms passed on backing OpenAI this year, questioning if it could justify a higher valuation or compete with rivals like Alphabet Inc-owned (GOOGL.O) Google, sources familiar with its fundraise attempt who did not invest said. A ""capped-profit"" structure that OpenAI created in 2019 also represented an unusual restriction for venture capital. OpenAI wanted to safeguard its mission by limiting backers' returns to 100 times their investment, or less in the future. Others may be doubling down. Microsoft this year has looked at adding to its stake, two other sources told Reuters and the Wall Street Journal previously reported. Its hope is to drive business for Microsoft's cloud as more enterprises embrace AI. MARKETING GURU ChatGPT is based on what's known as a large language model, trained with text data so it can answer prompts like a human. Similarly powerful technology that Google built and is narrowly testing with users led one of its engineers this year to say the software was sentient. Reality is far from that, many scientists say. ChatGPT's responses at times can be inaccurate or inappropriate, though it's built to decline hateful prompts and improve with feedback. OpenAI warns users, ChatGPT ""may occasionally produce harmful instructions or biased content."" The potential to generate flawed answers is one reason why a big player like Google has guarded public access closely, concerned that chatbots could harm users and damage its reputation. Google declined to comment. The caution has created a void that startups have sought to fill. A company called Cohere, run partly by ex-Googlers, is working on commercial products after a $125 million fundraise led by Tiger Global in February. Another, Adept, announced a $65 million raise in April, and Stability AI touted $101 million in funding after the August release of its text-to-image generator. Among those building applications atop OpenAI has been Jasper, which says it has drawn 80,000 marketers to draft ads, emails, blogs or other content with its software. The fast-growing company is expected to double its revenue to about $80 million this year, a source familiar with the matter told Reuters. Its chief executive did not comment on the figure. Gil Elbaz, co-founder of TenOneTen Ventures, said marketing represented one of the clearest businesses for today's chatbots. CarMax Inc (KMX.N), for instance, has used OpenAI through Microsoft's cloud to create thousands of customer review summaries for used cars that it is marketing, a case study on Microsoft's website shows. Victor Riparbelli, CEO of text-to-video startup Synthesia, said money so far is ""in a lot of the more boring use cases."" His London-based company has more than 20,000 customers including Amazon.com Inc (AMZN.O) using its software, which can generate corporate training and product marketing videos, though longer term the goal is AI producing Hollywood-quality content, he said. Amazon confirmed its use of the technology. Such startups risk OpenAI or Big Tech companies spotting lucrative applications and copying them, which is why Synthesia built its key software in-house. At the same time, application developers could win out financially if technology like OpenAI's becomes a commodity, said Alan Cowen, chief executive at research startup Hume AI and a former Google researcher. For now, OpenAI must determine how to sustain ChatGPT while shouldering what its CEO Altman described as ""eye-watering"" operating costs. ""I don't think OpenAI intended to make a business out of ChatGPT. I think it functions as a demo ... and a way to gather human feedback for free,"" said Cowen. ""Usage grew a lot faster than expected, so they are now contemplating monetization.""",12/15,,,0.3579397202,0.4396004975,0.2024597377,-0.08166077733
Will ChatGPT make lawyers obsolete? (Hint: be afraid),https://www.reuters.com/legal/transactional/will-chatgpt-make-lawyers-obsolete-hint-be-afraid-2022-12-09/,"Suffolk University Law School Dean Andrew Perlman set what could be a speed record for writing a 14-page law article: One hour. Or rather, I should say co-wrote -- he shared the byline with OpenAI’s new chatbot. Published earlier this week by the Social Science Research Network, their treatise strikes me as equal parts fascinating and alarming – and points to potentially profound changes ahead for the legal profession. No, lawyers won’t be replaced by artificial intelligence. Yet. Give it a few years. As my Reuters colleagues reported, San Francisco-based OpenAI made its latest creation, the ChatGPT chatbot, available for free public testing on Nov. 30. Based on user prompts, it offers human-sounding responses that feel significantly less artificial and more intelligent than earlier forays into AI. The bot has quickly become a social media sensation. It can come up with jokes! Suggest a holiday menu! Write a five-paragraph essay on the symbolism of the green light in “The Great Gatsby”! And, as it turns out, mimic the work of lawyers, with varying degrees of success. “I’ve always enjoyed technology and been interested in the role it can play in the delivery of legal services,” Perlman told me. When he heard about ChatGPT, he said, he was quick to try it out -- and was “blown away, as so many people are.” Inspired, he set out to write “an article that discusses its implications for legal services providers,” he said. Perlman gave ChatGPT a series of prompts: Draft a brief to the United States Supreme Court on why its decision on same-sex marriage should not be overturned; Explain the concept of personal jurisdiction; Develop a list of deposition questions for the plaintiff in a routine motor vehicle accident; Create a contract for the sale of real estate in Massachusetts -- and half a dozen others. And then verbatim, he offered its responses. They’re … not bad. The bot “isn’t ready for prime time,” Perlman said. But also, it doesn’t seem all that far off. I reached out to ChatGPT maker OpenAI to ask about the technology's advantages and limitations but did not immediately hear back from a human. I did, however, talk to the bot itself about its capabilities. More on that below. What's clear though is that the bot has the makings of an advocate, at least on paper. Consider its response in part to the same-sex marriage prompt, where it wrote that the court’s decision in Obergefell v. Hodges “is firmly rooted in the principle of equality under the law. The Constitution guarantees all individuals the equal protection of the laws, and this includes the right to marry the person of one's choosing. Denying same-sex couples the right to marry would be a clear violation of this principle.” The bot goes on to note that Obergefell “is consistent with a long line of precedent establishing the fundamental right to marry. In Loving v. Virginia, the Court held that marriage is one of the ‘basic civil rights of man,’ and that the right to marry is protected by the Due Process and Equal Protection Clauses of the Constitution.” It’s a pretty solid effort – though I also think it’s safe to say that the bot is unlikely to put Supreme Court advocates out of work, now or ever. But for more routine legal issues? The technology offers “significant potential to address access to justice questions” in making legal services available to people of limited means, Perlman noted. According to a 2022 report by the Legal Services Corp, “low-income Americans do not get any or enough legal help for 92% of their substantial civil legal problems.” In the paper, the bot offers sensible-sounding advice on how to go about correcting a social security payment or what to do if you disagree with your child’s school district about the creation of an Individualized Education Program. I test drove it myself, asking it to explain what constitutes a well-founded fear of persecution in an asylum case -- and then got my husband, an immigration lawyer, to evaluate the answer. “It’s all correct,” he said, adding that what the bot produced was more lucid than some writing he's seen from real-live practitioners. But here’s the thing. The bot creators on the OpenAI website also note that ChatGPT shouldn’t be relied upon for advice, and that it “sometimes writes plausible-sounding but incorrect or nonsensical answers.” If a lawyer did that, there could be malpractice consequences -- but if the bot steers you wrong, too bad. This is where I might normally call a legal ethics expert for comment. But no need. The bot offers its own critique, telling me straight up, ""It is not ethical for me to provide legal advice as I am not a qualified legal professional."" Perlman in the paper gets a more detailed response. “Because ChatGPT is a machine learning system, it may not have the same level of understanding and judgment as a human lawyer when it comes to interpreting legal principles and precedent,"" the bot writes. ""This could lead to problems in situations where a more in-depth legal analysis is required."" ChatGPT is also aware that it could one day “be used to replace human lawyers and legal professionals, potentially leading to job losses and economic disruption.” Perlman agrees that’s a concern. But he doesn’t see it as an either/or situation. Lawyers could use the technology to enhance their work, he said, and produce “something better than machine or human could do alone.” ChatGPT apparently thinks so, too. In the final prompt, Perlman asked it to write a poem (suffice to say, Amanda Gorman needn't sweat the competition) about how it will change legal services. “ChatGPT will guide us through with ease,” the bot wrote. “It will be a trusted companion and guard / Helping us to provide the best legal services with expertise.”",12/9,,,0.1161595955,0.7685075402,0.1153328344,-0.6523479447
Explainer: ChatGPT - what is OpenAI’s chatbot and what is it used for?,https://www.reuters.com/technology/chatgpt-what-is-openais-chatbot-what-is-it-used-2022-12-05/,"The use of artificial intelligence (AI) in emerging technologies continues to advance rapidly. San Francisco-based OpenAI made its latest creation, the ChatGPT chatbot, available for free public testing on Nov. 30. A chatbot is a software application designed to mimic human-like conversation based on user prompts. Within a week of ChatGPT being unveiled, over a million users had tried to make the tool talk, according to Sam Altman, co-founder and CEO of OpenAI. WHO OWNS OPENAI AND IS ELON MUSK INVOLVED? OpenAI, a research and development firm, was founded as a nonprofit in 2015 by Silicon Valley investor Sam Altman and billionaire Elon Musk and attracted funding from several others, including venture capitalist Peter Thiel. In 2019, the group created a related for-profit entity to take in outside investment. Musk, who remains engulfed in his overhaul of social networking firm Twitter, left OpenAI’s board in 2018, but chimed in with his take on the viral phenomenon, calling it ""scary good"". Musk later tweeted that he was pausing OpenAI’s access to Twitter’s database after learning that the firm was using it to ""train"" the tool. HOW OPENAI'S CHATGPT WORKS OpenAI states that their ChatGPT model, trained using a machine learning technique called Reinforcement Learning from Human Feedback (RLHF), can simulate dialogue, answer follow-up questions, admit mistakes, challenge incorrect premises and reject inappropriate requests. Initial development involved human AI trainers providing the model with conversations in which they played both sides – the user and an AI assistant. The version of the bot available for public testing attempts to understand questions posed by users and responds with in-depth answers resembling human-written text in a conversational format. WHAT COULD IT BE USED FOR? A tool like ChatGPT could be used in real-world applications such as digital marketing, online content creation, answering customer service queries or as some users have found, even to help debug code. The bot can respond to a large range of questions while imitating human speaking styles. IS IT PROBLEMATIC? As with many AI-driven innovations, ChatGPT does not come without misgivings. OpenAI has acknowledged the tool’s tendency to respond with ""plausible-sounding but incorrect or nonsensical answers,"" an issue it considers challenging to fix. AI technology can also perpetuate societal biases like those around race, gender and culture. Tech giants including Alphabet Inc's (GOOGL.O) Google and Amazon.com (AMZN.O) have previously acknowledged that some of their projects that experimented with AI were ""ethically dicey"" and had limitations. At several companies, humans had to step in and fix AI havoc. Despite these concerns, AI research remains attractive. Venture capital investment in AI development and operations companies rose last year to nearly $13 billion, and $6 billion had poured in through October this year, according to data from PitchBook, a Seattle company tracking financings.",12/5,,,0.3748427927,0.4932103753,0.1319468319,-0.1183675826
,https://www.reuters.com/technology/european-data-protection-board-discussing-ai-policy-thursday-meeting-2023-04-13/,,,,,,,,-0.1331330946
